PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2.0,24.0,2.0,7413.0,47.0,"[0.0, 0.0, 0.0]",3.0,0.0,171.0,0.299
2.0,24.0,1.0,7414.0,47.0,"[0.0, 0.0, 0.0]",3.0,0.0,19.0,0.3
2.0,24.0,3.0,7415.0,47.0,"[0.0, 0.0, 0.0]",3.0,0.0,247.0,0.301
2.0,24.0,2.0,7419.0,48.0,"[0.0, 0.0, 0.0]",3.0,0.0,94.0,0.305
2.0,24.0,3.0,7420.0,48.0,"[0.0, 0.0, 0.0]",3.0,0.0,94.0,0.306
2.0,24.0,1.0,7421.0,48.0,"[0.0, 0.0, 0.0]",3.0,0.0,186.0,0.307
2.0,24.0,1.0,7424.0,49.0,"[0.0, 0.0, 0.0]",3.0,0.0,95.0,0.31
2.0,24.0,3.0,7425.0,49.0,"[0.0, 0.0, 0.0]",3.0,0.0,187.0,0.311
2.0,24.0,2.0,7427.0,49.0,"[0.0, 0.0, 0.0]",3.0,0.0,231.0,0.313
2.0,24.0,2.0,7433.0,50.0,"[0.0, 0.0, 0.0]",3.0,0.0,53.0,0.319
2.0,24.0,3.0,7434.0,50.0,"[0.0, 0.0, 0.0]",3.0,0.0,211.0,0.32
2.0,24.0,1.0,7436.0,50.0,"[0.0, 0.0, 0.0]",3.0,0.0,24.0,0.322
2.0,24.0,2.0,7440.0,51.0,"[0.0, 0.0, 0.0]",3.0,0.0,243.0,0.326
2.0,24.0,3.0,7441.0,51.0,"[0.0, 0.0, 0.0]",3.0,0.0,102.0,0.327
2.0,24.0,1.0,7442.0,51.0,"[0.0, 0.0, 0.0]",3.0,0.0,241.0,0.328
2.0,24.0,2.0,7446.0,52.0,"[0.0, 0.0, 0.0]",3.0,0.0,148.0,0.332
2.0,24.0,3.0,7447.0,52.0,"[0.0, 0.0, 0.0]",3.0,0.0,1.0,0.333
2.0,24.0,1.0,7448.0,52.0,"[0.0, 0.0, 0.0]",3.0,0.0,187.0,0.334
2.0,24.0,3.0,7451.0,53.0,"[0.0, 0.0, 0.0]",3.0,0.0,10.0,0.337
2.0,24.0,2.0,7452.0,53.0,"[0.0, 0.0, 0.0]",3.0,0.0,10.0,0.338
2.0,24.0,1.0,7454.0,53.0,"[0.0, 0.0, 0.0]",3.0,0.0,8.0,0.34
2.0,24.0,3.0,7457.0,54.0,"[0.0, 0.0, 0.0]",3.0,0.0,108.0,0.343
2.0,24.0,1.0,7458.0,54.0,"[0.0, 0.0, 0.0]",3.0,0.0,251.0,0.344
2.0,24.0,2.0,7459.0,54.0,"[0.0, 0.0, 0.0]",3.0,0.0,48.0,0.345
2.0,24.0,3.0,7462.0,55.0,"[0.0, 0.0, 0.0]",3.0,0.0,101.0,0.348
2.0,24.0,2.0,7463.0,55.0,"[0.0, 0.0, 0.0]",3.0,0.0,240.0,0.349
2.0,24.0,1.0,7464.0,55.0,"[0.0, 0.0, 0.0]",3.0,0.0,101.0,0.35
2.0,24.0,3.0,7467.0,56.0,"[0.0, 0.0, 0.0]",3.0,0.0,55.0,0.353
2.0,24.0,1.0,7468.0,56.0,"[0.0, 0.0, 0.0]",3.0,0.0,70.0,0.354
2.0,24.0,2.0,7470.0,56.0,"[0.0, 0.0, 0.0]",3.0,0.0,68.0,0.356
2.0,24.0,1.0,7474.0,57.0,"[0.0, 0.0, 0.0]",3.0,0.0,175.0,0.36
2.0,24.0,3.0,7477.0,57.0,"[0.0, 0.0, 0.0]",3.0,0.0,222.0,0.363
2.0,24.0,2.0,7478.0,57.0,"[0.0, 0.0, 0.0]",3.0,0.0,56.0,0.364
2.0,24.0,2.0,7481.0,58.0,"[0.0, 0.0, 0.0]",3.0,0.0,182.0,0.367
2.0,24.0,3.0,7482.0,58.0,"[0.0, 0.0, 0.0]",3.0,0.0,80.0,0.368
2.0,24.0,1.0,7483.0,58.0,"[0.0, 0.0, 0.0]",3.0,0.0,180.0,0.369
2.0,24.0,3.0,7487.0,59.0,"[0.0, 0.0, 0.0]",3.0,0.0,42.0,0.373
2.0,24.0,1.0,7488.0,59.0,"[0.0, 0.0, 0.0]",3.0,0.0,110.0,0.374
2.0,24.0,2.0,7492.0,59.0,"[0.0, 0.0, 0.0]",3.0,0.0,249.0,0.378
2.0,24.0,2.0,7495.0,60.0,"[0.0, 0.0, 0.0]",3.0,0.0,194.0,0.381
2.0,24.0,3.0,7496.0,60.0,"[0.0, 0.0, 0.0]",3.0,0.0,9.0,0.382
2.0,24.0,1.0,7497.0,60.0,"[0.0, 0.0, 0.0]",3.0,0.0,237.0,0.383
2.0,24.0,2.0,7500.0,61.0,"[0.0, 0.0, 0.0]",3.0,0.0,230.0,0.386
2.0,24.0,1.0,7501.0,61.0,"[0.0, 0.0, 0.0]",3.0,0.0,45.0,0.387
2.0,24.0,3.0,7502.0,61.0,"[0.0, 0.0, 0.0]",3.0,0.0,186.0,0.388
2.0,24.0,3.0,7507.0,62.0,"[0.0, 0.0, 0.0]",3.0,0.0,214.0,0.393
2.0,24.0,2.0,7508.0,62.0,"[0.0, 0.0, 0.0]",3.0,0.0,214.0,0.394
2.0,24.0,1.0,7512.0,62.0,"[0.0, 0.0, 0.0]",3.0,0.0,138.0,0.398
2.0,24.0,3.0,7515.0,63.0,"[0.0, 0.0, 0.0]",3.0,0.0,59.0,0.401
2.0,24.0,2.0,7516.0,63.0,"[0.0, 0.0, 0.0]",3.0,0.0,59.0,0.402
2.0,24.0,1.0,7517.0,63.0,"[0.0, 0.0, 0.0]",3.0,0.0,240.0,0.403
2.0,24.0,3.0,7521.0,64.0,"[0.0, 0.0, 0.0]",3.0,0.0,255.0,0.407
2.0,24.0,2.0,7522.0,64.0,"[0.0, 0.0, 0.0]",3.0,0.0,25.0,0.408
2.0,24.0,1.0,7524.0,64.0,"[0.0, 0.0, 0.0]",3.0,0.0,253.0,0.41
2.0,24.0,1.0,7534.0,65.0,"[0.0, 0.0, 0.0]",3.0,0.0,99.0,0.42
2.0,24.0,3.0,7536.0,65.0,"[0.0, 0.0, 0.0]",3.0,0.0,242.0,0.422
2.0,24.0,2.0,7537.0,65.0,"[0.0, 0.0, 0.0]",3.0,0.0,103.0,0.423
2.0,24.0,3.0,7541.0,66.0,"[0.0, 0.0, 0.0]",3.0,0.0,196.0,0.427
2.0,24.0,2.0,7542.0,66.0,"[0.0, 0.0, 0.0]",3.0,0.0,34.0,0.428
2.0,24.0,1.0,7543.0,66.0,"[0.0, 0.0, 0.0]",3.0,0.0,233.0,0.429
2.0,24.0,2.0,7546.0,67.0,"[0.0, 0.0, 0.0]",3.0,0.0,41.0,0.432
2.0,24.0,3.0,7547.0,67.0,"[0.0, 0.0, 0.0]",3.0,0.0,188.0,0.433
2.0,24.0,1.0,7548.0,67.0,"[0.0, 0.0, 0.0]",3.0,0.0,205.0,0.434
2.0,24.0,2.0,7553.0,68.0,"[0.0, 0.0, 0.0]",3.0,0.0,179.0,0.439
2.0,24.0,3.0,7554.0,68.0,"[0.0, 0.0, 0.0]",3.0,0.0,85.0,0.44
2.0,24.0,1.0,7555.0,68.0,"[0.0, 0.0, 0.0]",3.0,0.0,177.0,0.441
2.0,24.0,2.0,7559.0,69.0,"[0.0, 0.0, 0.0]",3.0,0.0,0.0,0.445
2.0,24.0,1.0,7560.0,69.0,"[0.0, 0.0, 0.0]",3.0,0.0,149.0,0.446
2.0,24.0,3.0,7561.0,69.0,"[0.0, 0.0, 0.0]",3.0,0.0,113.0,0.447
2.0,24.0,2.0,7566.0,70.0,"[0.0, 0.0, 0.0]",3.0,0.0,27.0,0.452
2.0,24.0,3.0,7567.0,70.0,"[0.0, 0.0, 0.0]",3.0,0.0,142.0,0.453
2.0,24.0,1.0,7568.0,70.0,"[0.0, 0.0, 0.0]",3.0,0.0,165.0,0.454
2.0,24.0,1.0,7573.0,71.0,"[0.0, 0.0, 0.0]",3.0,0.0,223.0,0.459
2.0,24.0,2.0,7574.0,71.0,"[0.0, 0.0, 0.0]",3.0,0.0,103.0,0.46
2.0,24.0,3.0,7576.0,71.0,"[0.0, 0.0, 0.0]",3.0,0.0,22.0,0.462
2.0,24.0,3.0,7580.0,72.0,"[0.0, 0.0, 0.0]",3.0,0.0,53.0,0.466
2.0,24.0,1.0,7581.0,72.0,"[0.0, 0.0, 0.0]",3.0,0.0,209.0,0.467
2.0,24.0,2.0,7582.0,72.0,"[0.0, 0.0, 0.0]",3.0,0.0,105.0,0.468
2.0,24.0,1.0,7586.0,73.0,"[0.0, 0.0, 0.0]",3.0,0.0,167.0,0.472
2.0,24.0,2.0,7587.0,73.0,"[0.0, 0.0, 0.0]",3.0,0.0,108.0,0.473
2.0,24.0,3.0,7588.0,73.0,"[0.0, 0.0, 0.0]",3.0,0.0,108.0,0.474
2.0,24.0,3.0,7592.0,74.0,"[0.0, 0.0, 0.0]",3.0,0.0,43.0,0.478
2.0,24.0,2.0,7593.0,74.0,"[0.0, 0.0, 0.0]",3.0,0.0,190.0,0.479
2.0,24.0,1.0,7595.0,74.0,"[0.0, 0.0, 0.0]",3.0,0.0,188.0,0.481
2.0,24.0,2.0,7599.0,75.0,"[0.0, 0.0, 0.0]",3.0,0.0,13.0,0.485
2.0,24.0,3.0,7600.0,75.0,"[0.0, 0.0, 0.0]",3.0,0.0,87.0,0.486
2.0,24.0,1.0,7605.0,75.0,"[0.0, 0.0, 0.0]",3.0,0.0,85.0,0.491
2.0,24.0,1.0,7609.0,76.0,"[0.0, 0.0, 0.0]",3.0,0.0,138.0,0.495
2.0,24.0,2.0,7610.0,76.0,"[0.0, 0.0, 0.0]",3.0,0.0,50.0,0.496
2.0,24.0,3.0,7613.0,76.0,"[0.0, 0.0, 0.0]",3.0,0.0,50.0,0.499
2.0,24.0,3.0,7619.0,77.0,"[0.0, 0.0, 0.0]",3.0,0.0,180.0,0.505
2.0,24.0,2.0,7620.0,77.0,"[0.0, 0.0, 0.0]",3.0,0.0,180.0,0.506
2.0,24.0,1.0,7621.0,77.0,"[0.0, 0.0, 0.0]",3.0,0.0,127.0,0.507
2.0,24.0,3.0,7625.0,78.0,"[0.0, 0.0, 0.0]",3.0,0.0,102.0,0.511
2.0,24.0,1.0,7626.0,78.0,"[0.0, 0.0, 0.0]",3.0,0.0,241.0,0.512
2.0,24.0,2.0,7628.0,78.0,"[0.0, 0.0, 0.0]",3.0,0.0,21.0,0.514
2.0,24.0,2.0,7632.0,79.0,"[0.0, 0.0, 0.0]",3.0,0.0,143.0,0.518
2.0,24.0,3.0,7633.0,79.0,"[0.0, 0.0, 0.0]",3.0,0.0,26.0,0.519
2.0,24.0,1.0,7634.0,79.0,"[0.0, 0.0, 0.0]",3.0,0.0,141.0,0.52
2.0,24.0,2.0,7637.0,80.0,"[0.0, 0.0, 0.0]",3.0,0.0,120.0,0.523
2.0,24.0,3.0,7638.0,80.0,"[0.0, 0.0, 0.0]",3.0,0.0,158.0,0.524
2.0,24.0,1.0,7642.0,80.0,"[0.0, 0.0, 0.0]",3.0,0.0,237.0,0.528
2.0,24.0,3.0,7646.0,81.0,"[0.0, 0.0, 0.0]",3.0,0.0,115.0,0.532
2.0,24.0,1.0,7648.0,81.0,"[0.0, 0.0, 0.0]",3.0,0.0,199.0,0.534
2.0,24.0,2.0,7649.0,81.0,"[0.0, 0.0, 0.0]",3.0,0.0,12.0,0.535
2.0,24.0,3.0,7652.0,82.0,"[0.0, 0.0, 0.0]",3.0,0.0,21.0,0.538
2.0,24.0,1.0,7653.0,82.0,"[0.0, 0.0, 0.0]",3.0,0.0,241.0,0.539
2.0,24.0,2.0,7655.0,82.0,"[0.0, 0.0, 0.0]",3.0,0.0,243.0,0.541
2.0,24.0,2.0,7659.0,83.0,"[0.0, 0.0, 0.0]",3.0,0.0,248.0,0.545
2.0,24.0,1.0,7661.0,83.0,"[0.0, 0.0, 0.0]",3.0,0.0,28.0,0.547
2.0,24.0,3.0,7662.0,83.0,"[0.0, 0.0, 0.0]",3.0,0.0,139.0,0.548
2.0,24.0,3.0,7665.0,84.0,"[0.0, 0.0, 0.0]",3.0,0.0,12.0,0.551
2.0,24.0,2.0,7666.0,84.0,"[0.0, 0.0, 0.0]",3.0,0.0,234.0,0.552
2.0,24.0,1.0,7668.0,84.0,"[0.0, 0.0, 0.0]",3.0,0.0,14.0,0.554
2.0,24.0,2.0,7674.0,85.0,"[0.0, 0.0, 0.0]",3.0,0.0,7.0,0.56
2.0,24.0,3.0,7675.0,85.0,"[0.0, 0.0, 0.0]",3.0,0.0,146.0,0.561
