PacketType,PayloadLen,DeviceID,Timestamp,PacketID,accel,Flags,Battery,CRC,time
2.0,24.0,1.0,7150.0,75.0,"[0.0, 0.0, 0.0]",3.0,0.0,8.0,0.632
2.0,24.0,3.0,7151.0,75.0,"[0.0, 0.0, 0.0]",3.0,0.0,236.0,0.633
2.0,24.0,2.0,7152.0,75.0,"[0.0, 0.0, 0.0]",3.0,0.0,182.0,0.634
2.0,24.0,3.0,7156.0,76.0,"[0.0, 0.0, 0.0]",3.0,0.0,141.0,0.638
2.0,24.0,2.0,7157.0,76.0,"[0.0, 0.0, 0.0]",3.0,0.0,24.0,0.639
2.0,24.0,1.0,7160.0,76.0,"[0.0, 0.0, 0.0]",3.0,0.0,254.0,0.642
2.0,24.0,3.0,7164.0,77.0,"[0.0, 0.0, 0.0]",3.0,0.0,96.0,0.646
2.0,24.0,2.0,7165.0,77.0,"[0.0, 0.0, 0.0]",3.0,0.0,245.0,0.647
2.0,24.0,1.0,7166.0,77.0,"[0.0, 0.0, 0.0]",3.0,0.0,77.0,0.648
2.0,24.0,2.0,7171.0,78.0,"[0.0, 0.0, 0.0]",3.0,0.0,17.0,0.653
2.0,24.0,1.0,7173.0,78.0,"[0.0, 0.0, 0.0]",3.0,0.0,245.0,0.655
2.0,24.0,3.0,7178.0,78.0,"[0.0, 0.0, 0.0]",3.0,0.0,79.0,0.66
2.0,24.0,3.0,7182.0,79.0,"[0.0, 0.0, 0.0]",3.0,0.0,143.0,0.664
2.0,24.0,2.0,7183.0,79.0,"[0.0, 0.0, 0.0]",3.0,0.0,26.0,0.665
2.0,24.0,1.0,7184.0,79.0,"[0.0, 0.0, 0.0]",3.0,0.0,30.0,0.666
2.0,24.0,1.0,7188.0,80.0,"[0.0, 0.0, 0.0]",3.0,0.0,83.0,0.67
2.0,24.0,2.0,7189.0,80.0,"[0.0, 0.0, 0.0]",3.0,0.0,152.0,0.671
2.0,24.0,3.0,7191.0,80.0,"[0.0, 0.0, 0.0]",3.0,0.0,196.0,0.673
2.0,24.0,2.0,7194.0,81.0,"[0.0, 0.0, 0.0]",3.0,0.0,90.0,0.676
2.0,24.0,1.0,7196.0,81.0,"[0.0, 0.0, 0.0]",3.0,0.0,190.0,0.678
2.0,24.0,3.0,7197.0,81.0,"[0.0, 0.0, 0.0]",3.0,0.0,90.0,0.679
